出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"115/04/11","115/3","5530","龍巖","其他","430782","271076","522471","58.915580870309434","-17.549107988768753","1063727","1158573","-8.18645005536984","-"
"115/04/11","115/3","5536","聖暉*","其他電子業","5192188","2744753","3242677","89.16776846586924","60.120419024158124","11603182","8556023","35.61419832555382","主要係因隨半導體需求增加，故客戶廠務與設備採購資本支出隨之增加，故使營收本期單月成長50%以上。"
"115/04/11","115/3","5543","桓鼎-KY","建材營造","274216","289617","226445","-5.317712703328879","21.096071893837355","865208","780912","10.794558157641323","-"
"115/04/11","115/3","5547","久舜","建材營造","139588","159405","206733","-12.431855964367491","-32.4790913884092","488333","534701","-8.671762349425192","-"
"115/04/11","115/3","5548","安倉","建材營造","241052","152506","251292","58.06066646558168","-4.074940706429174","665578","588838","13.03244695485006","-"
"115/04/11","115/3","5601","台聯櫃","航運業","7597","7571","7658","0.34341566503764365","-0.7965526247061896","22973","22854","0.5206965957819201","-"
"115/04/11","115/3","5603","陸海","航運業","123839","99650","111721","24.273958855995986","10.84666266861199","355645","346721","2.5738273712870003","-"
"115/04/11","115/3","5604","中連","其他","13539","13710","13175","-1.2472647702407003","2.76280834914611","40911","39405","3.8218500190331177","-"
"115/04/11","115/3","5609","中菲行","航運業","2641274","2057193","2555397","28.39213433061458","3.3606128519365095","7050963","6991478","0.8508215287239694","-"
"115/04/11","115/3","5701","劍湖山","觀光餐旅","42115","43222","63703","-2.561195687381426","-33.8885138847464","127385","142423","-10.558687852383393","-"
"115/04/11","115/3","5703","亞都麗緻","觀光餐旅","44841","45015","39386","-0.3865378207264245","13.85009901995633","133774","116825","14.508024823453884","-"
"115/04/11","115/3","5704","老爺知","觀光餐旅","845","54110","19294","-98.43836629088894","-95.620400124391","99298","73804","34.54284320633028","因本公司自115年3月起，暫停營業進行整修工程。"
"115/04/11","115/3","5864","致和證","金融業","-588535","811530","-392299","-172.52165662390792","-50.02204950815577","1705116","-426682","499.6222010771488","主要係營業證券評價故"
"115/04/11","115/3","5878","台名","金融業","73739","67564","72245","9.139482564679415","2.067963180842965","222431","219811","1.1919330697735782","-"
"115/04/11","115/3","5902","德記","居家生活","186141","124447","222210","49.57451766615507","-16.231942756851627","519770","589069","-11.764156660764698","-"
"115/04/11","115/3","5903","全家","居家生活","9568800","8812725","8702462","8.579355420712663","9.955090869687222","27757742","25283861","9.784427307205968","-"
"115/04/11","115/3","5904","寶雅","居家生活","2306230","2413523","1911856","-4.445493164970874","20.62780878894645","7094657","6295928","12.68643796434775","-"
"115/04/11","115/3","5905","南仁湖","觀光餐旅","430332","116015","70401","270.92789725466537","511.2583628073465","622415","227250","173.8899889988999","本公司建案已完工，陸續交屋入帳。"
"115/04/11","115/3","6015","宏遠證","金融業","131653","256048","-19124","-48.58268762107105","788.4176950428781","806313","175995","358.14540185800735","本月份及本期因經紀手續費收入及部位操作較去年同期增加所致"
"115/04/11","115/3","6016","康和證","金融業","-140687","1256783","-324806","-111.19421570788275","56.68583708429031","2343183","159689","1367.3415200796549","主係經紀手續費收入及自營操作利益較去年同期增加。"
"115/04/11","115/3","6020","大展證","金融業","-18910","52197","-23724","-136.22813571661206","20.291687742370595","192565","-5900","3363.813559322034","自營部門營業證券出售淨損失本月較去年同期減少本年累積淨利益較去年同期增加"
"115/04/11","115/3","6021","美好證","金融業","-495411","603462","-264125","-182.09481292939736","-87.56687174633223","603200","-147280","509.5600217273221","主係本月營業證券評價損失相較去年同期上升，故營業收入減少"
"115/04/11","115/3","6023","元大期貨","金融業","522959","275493","369811","89.82660176483613","41.41250530676481","1203888","893373","34.75759844991958","-"
"115/04/11","115/3","6026","福邦證","金融業","11950","203376","-110636","-94.12418377783023","110.80118587078347","247572","185680","33.33261525204653","本月較同期增幅達111%係營業證券出售之金額所致。"
"115/04/11","115/3","6028","公勝保經","金融業","605003","368479","558619","64.18927537254497","8.303333756997166","1492835","1337049","11.651480237448292","-"
"115/04/11","115/3","6101","寬魚國際","文化創意業","513783","78465","77991","554.7925826801759","558.7721660191561","604586","93154","549.0177555445821","本期營收較去年同期遽增,係因為本期認列孫燕姿香港啟德演唱會收入所致。"
"115/04/11","115/3","6103","合邦","半導體業","8436","8473","9454","-0.4366812227074236","-10.767928918976095","25764","26555","-2.978723404255319","-"
"115/04/11","115/3","6104","創惟","半導體業","360310","310062","374542","16.205791099844546","-3.7998408723187254","1031676","1032245","-0.05512257264506004","-"
"115/04/11","115/3","6109","亞元","通信網路業","70195","50245","67418","39.7054433276943","4.119077991040968","205733","158051","30.168743000676997","-"
"115/04/11","115/3","6111","光聚晶電","文化創意業","1001554","874155","463860","14.573959995652945","115.91730263441556","2958766","1292315","128.95083628991384","新增子公司光罩(股票代號:2338)營收"
"115/04/11","115/3","6113","亞矽","電子通路業","95841","45112","59461","112.45123248802979","61.182960259666","217190","163164","33.11147066754921","產品需求增加所致"
"115/04/11","115/3","6114","久威","電子零組件業","69228","51910","93580","33.36158736274321","-26.022654413336184","197387","254273","-22.37201747727836","-"
"115/04/11","115/3","6118","建達","電子通路業","833004","643262","831241","29.49684576424536","0.21209252190399655","2545098","2247814","13.225471502535353","-"
"115/04/11","115/3","6121","新普","電腦及週邊設備業","6866112","5661953","6562617","21.26755555900941","4.6246032642160895","18469187","18376744","0.503043411825294","-"
"115/04/11","115/3","6122","擎邦","電機機械","349062","200755","371892","73.87462329705362","-6.138879029395631","840988","917134","-8.302603545392495","-"
"115/04/11","115/3","6123","上奇","資訊服務業","381575","361487","472347","5.557046311485614","-19.217228012456943","1137759","1274127","-10.702857721404538","-"
"115/04/11","115/3","6124","業強","電子零組件業","200244","88482","173482","126.3104360208856","15.426384293471369","462124","372489","24.06379785711793","-"
"115/04/11","115/3","6125","廣運","光電業","323098","221046","215448","46.16776598536051","49.96565296498459","802313","613521","30.77188881880164","-"
"115/04/11","115/3","6126","信音","電子零組件業","504528","327171","358714","54.20926671373685","40.649096494700515","1308273","886527","47.572831961124706","-"
"115/04/11","115/3","6127","九豪","電子零組件業","91808","67279","83434","36.45862750635414","10.036675695759522","242773","252126","-3.70965310995296","以上資訊係屬初步自行結算完成，未經會計師簽證或核閱"
"115/04/11","115/3","6129","普誠","半導體業","143772","89593","84659","60.472358331566085","69.82482665753199","331357","205416","61.310219262374886","本月營業收入淨額含少數股權6,396仟元，本年累計營業收入淨額含少數股權15,784仟元。"
"115/04/11","115/3","6130","上亞科技","生技醫療業","14283","7979","10826","79.00739441032711","31.932384999076298","39335","39691","-0.8969287747852158","-"
"115/04/11","115/3","6134","萬旭","電子零組件業","185797","154124","137164","20.550336093016014","35.45609635181243","565800","375908","50.51555167753812","本月較去年同期營收業績提升"
"115/04/11","115/3","6138","茂達","半導體業","674752","621529","579492","8.563236791847203","16.438535821029454","1979004","1775798","11.443080800856855","-"
"115/04/11","115/3","6140","訊達電腦","資訊服務業","165035","65211","160075","153.07846835656562","3.0985475558332034","365390","495068","-26.193977393004598","-"
"115/04/11","115/3","6143","振曜","通信網路業","737092","489749","628252","50.50403369889474","17.324258418596358","2002030","1598915","25.211784241188557","-"
"115/04/11","115/3","6144","得利影","文化創意業","13175","13440","15717","-1.9717261904761905","-16.173570019723865","38391","44440","-13.611611161116112","-"
"115/04/11","115/3","6146","耕興","其他電子業","410097","380130","385189","7.883355694104648","6.466435957413114","1191315","1120390","6.3303849552388005","-"
"115/04/11","115/3","6147","頎邦","半導體業","2034617","1758645","1825530","15.692308567107062","11.453495697140008","5755687","5142537","11.923103324293049","-"
"115/04/11","115/3","6148","驊宏資","資訊服務業","60670","28925","52611","109.74935177182368","15.318089372944822","119489","170704","-30.002226075545973","-"
"115/04/11","115/3","6150","撼訊","電腦及週邊設備業","426514","599315","723786","-28.83308443806679","-41.071808517987364","1565259","1675702","-6.5908496856839704","-"
"115/04/11","115/3","6151","晉倫","其他電子業","162405","96624","162595","68.07935916542473","-0.11685476183154464","417863","413592","1.0326602061935435","-"
"115/04/11","115/3","6154","順發","電子通路業","348032","347368","337725","0.19115174685060224","3.0518913317047893","1046919","990569","5.688649654895317","-"
"115/04/11","115/3","6156","松上","電子零組件業","496579","360494","488554","37.749588065265996","1.642602455409228","1385886","1379106","0.49162283392284567","-"
"115/04/11","115/3","6158","禾昌","電子零組件業","164199","102388","161414","60.369379224127826","1.725376980931022","413758","440263","-6.02026515968864","-"
"115/04/11","115/3","6160","欣技","電腦及週邊設備業","114201","85228","90586","33.9946965785892","26.069149758240787","265227","270649","-2.0033327298456673","-"
"115/04/11","115/3","6161","捷波","電腦及週邊設備業","141230","97508","100333","44.8393977930016","40.76126498759132","349069","300127","16.307096662412913","-"
"115/04/11","115/3","6163","華電網","通信網路業","742703","507417","438467","46.36935695887209","69.38629360932522","1824540","1247004","46.31388511985527","因本月較去年同期驗收案件多，故營業額增加。"
"115/04/11","115/3","6167","久正","光電業","111630","72158","74439","54.702181324316086","49.961713617861605","316109","252550","25.166897644030886","-"
"115/04/11","115/3","6169","昱泉","文化創意業","78","44","5784","77.27272727272727","-98.65145228215768","153","11340","-98.65079365079364","主係114年3月子公司認列一次性IP授權收入。"
"115/04/11","115/3","6170","統振","通信網路業","282387","262278","269438","7.667055566993801","4.805929378929475","823250","817858","0.6592831518429849","-"
"115/04/11","115/3","6171","大城地產","建材營造","33","0","14887","","-99.77833008665279","35551","15824","124.66506572295248","本月營收較去年本月營收減少，主要係因上期「大城仰雲」交屋認列收入所致"
"115/04/11","115/3","6173","信昌電","電子零組件業","370763","303212","328998","22.278471828291757","12.694606046237363","1018333","941303","8.183337352584662","-"
"115/04/11","115/3","6174","安碁","電子零組件業","60886","42409","46483","43.568582140583366","30.985521588537743","165803","143776","15.320359448030269","-"
"115/04/11","115/3","6175","立敦","電子零組件業","420427","344405","353703","22.07343098967785","18.86441449464664","1118439","1072282","4.304557942779978","-"
"115/04/11","115/3","6179","亞通","其他","675784","543615","410835","24.312978854520203","64.49036717903782","1461226","964799","51.453929782265526","係因本期工程投入較去年同期增加所致"
"115/04/11","115/3","6180","橘子","文化創意業","645349","849959","912156","-24.07292587054199","-29.250150193607233","2590986","2883043","-10.130164551829438","-"
"115/04/11","115/3","6182","合晶","半導體業","888445","740530","819812","19.974207662079863","8.371797436485439","2481675","2289522","8.392712539997431","-"
"115/04/11","115/3","6185","幃翔","電子零組件業","51165","42050","48018","21.676575505350772","6.553792327877046","153969","125616","22.571169277799008","-"
"115/04/11","115/3","6186","新潤","建材營造","3341737","0","2191711","","52.47160779865594","3341737","2249000","48.58768341485104","認列建案營收"
"115/04/11","115/3","6187","萬潤","半導體業","531063","489587","444081","8.471630169918727","19.586967242462524","1411444","1235345","14.255046161193837","-"
"115/04/11","115/3","6188","廣明","電腦及週邊設備業","801793","630447","920730","27.17849398918545","-12.917684880475274","2171362","2441479","-11.063662640555172","-"
"115/04/11","115/3","6190","萬泰科","通信網路業","931168","682690","832426","36.39690049656506","11.861955296927295","2491516","2262622","10.116316379846037","-"
"115/04/11","115/3","6194","育富","電子零組件業","85652","63069","129762","35.80681475843917","-33.993002573943066","264179","357474","-26.098401562071647","-"
"115/04/11","115/3","6195","詩肯","居家生活","174205","227681","174680","-23.487247508575596","-0.2719258071902908","704086","591039","19.126825810141124","-"
"115/04/11","115/3","6198","瑞築","建材營造","22","22","22","0.0","0.0","66","37","78.37837837837837","僅有租賃收入，本年較去年增加"
"115/04/11","115/3","6199","天品","其他","180918","43155","7605","319.22836287799794","2278.9349112426034","276665","21799","1169.1637231065645","主係伺服器潔淨較去年本月增加42,329仟元，較去年累計增加119,330仟元;殯葬部份本月出售高階家族塔位1.25億元。"
"115/04/11","115/3","6203","海韻電","電子零組件業","129814","74729","281577","73.71301636580176","-53.897512936070775","542167","685322","-20.888720922427705","因市場需求減少, 營收較去年同期減少。"
"115/04/11","115/3","6204","艾華","電子零組件業","31098","17898","33895","73.75125712370097","-8.251954565570143","87689","92526","-5.227719776062944","-"
"115/04/11","115/3","6207","雷科","電子零組件業","157466","55061","137789","185.98463522275296","14.280530376154845","273028","279811","-2.424136291997098","-"
"115/04/11","115/3","6208","日揚","半導體業","267739","205503","328095","30.28471603820869","-18.395891433883477","752827","842956","-10.692017139684634","-"
"115/04/11","115/3","6210","慶生","電子零組件業","45891","27207","22672","68.67350314257361","102.41266760762174","105059","69467","51.235838599622845","訂單增加"
"115/04/11","115/3","6212","理銘","建材營造","102013","38393","70092","165.7072903914776","45.54157393140444","215553","855398","-74.80085293629398","累計營收較去年減少，主要係去年度交屋量較多"
"115/04/11","115/3","6217","中探針","電子零組件業","358679","298910","310764","19.995650864808805","15.418452587815835","1078725","790291","36.49718901012412","無"
"115/04/11","115/3","6218","豪勉","通信網路業","111138","119662","132472","-7.123397569821664","-16.104535298025244","410812","363799","12.922795279811105","-"
"115/04/11","115/3","6219","富旺","建材營造","276199","255442","-723","8.125915080527086","38301.79806362379","1148689","6065","18839.637262984335","因建案完工入帳時間差異，本月營業收入及累計營業收入較去年同期產生較大波動。"
"115/04/11","115/3","6220","岳豐","電子零組件業","615178","581865","770579","5.7252111744133085","-20.166783678247135","2075706","2268097","-8.482485537435128","-"
"115/04/11","115/3","6221","晉泰","資訊服務業","327004","299029","401396","9.355279922683085","-18.533318717675314","1033252","1511155","-31.625015302864366","-"
"115/04/11","115/3","6222","立軒","光電業","565","132","688","328.030303030303","-17.877906976744185","874","1060","-17.547169811320753","-"
"115/04/11","115/3","6223","旺矽","半導體業","1388492","1316494","1001659","5.468919721624253","38.61923069627488","3932401","2828698","39.01805707077956","-"
"115/04/11","115/3","6227","茂綸","電子通路業","2001886","972411","1194550","105.86830054370014","67.5849483068938","4844098","3440905","40.77976578836091","因應終端客戶AI雲端機房建置之相關產品出貨需求, 使得本月及累積營收皆比去年同期增長。"
"115/04/11","115/3","6228","全譜","電腦及週邊設備業","6247","2044","7616","205.62622309197653","-17.975315126050422","13533","17970","-24.691151919866446","-"
"115/04/11","115/3","6229","研通","半導體業","333624","110229","180565","202.66445309310618","84.76670451084097","649237","449129","44.55468250769823","本月營收較去年同期大幅度增長，係因電腦周邊產品將於四月開始漲價，客戶提前拉貨致使三月份業績大幅成長。"
"115/04/11","115/3","6231","系微","資訊服務業","209488","121287","182894","72.72090166299769","14.540662897634695","438822","406978","7.824501570109441","-"
"115/04/11","115/3","6233","旺玖","半導體業","33046","23776","30216","38.988896366083445","9.365898861530315","86655","93621","-7.440638318326017","-"
"115/04/11","115/3","6234","高僑","光電業","49618","37671","30321","31.71405059594914","63.64236008047228","128905","91942","40.20251897935655","本月專案驗收入帳金額較高"
"115/04/11","115/3","6236","中湛","其他","3006","2491","4113","20.67442794058611","-26.914660831509845","7994","12111","-33.99388985220048","-"
"115/04/11","115/3","6237","驊訊","半導體業","47260","21969","33862","115.12130729664527","39.56647569546985","120321","92626","29.899812147777084","-"
"115/04/11","115/3","6240","松崗","資訊服務業","4109","4485","3258","-8.383500557413601","26.120319214241867","12523","9772","28.15186246418338","-"
"115/04/11","115/3","6241","鑫永洋","通信網路業","64524","40625","66433","58.82830769230769","-2.8735718694022547","167062","195079","-14.361873907493887","-"
"115/04/11","115/3","6242","立康","生技醫療業","53518","24382","58129","119.4979903207284","-7.932357343150579","121560","134793","-9.817275377801518","-"
"115/04/11","115/3","6244","茂迪","光電業","281061","228811","267439","22.835440603817123","5.093497956543361","761537","793433","-4.019999168171729","-"
"115/04/11","115/3","6245","立端","通信網路業","722282","420675","607821","71.69596481844654","18.83136647137891","1541411","1704410","-9.563367968974601","-"
"115/04/11","115/3","6246","臺龍","光電業","91023","75185","124287","21.065372082197246","-26.76386106350624","275194","358931","-23.32955359108018","-"
"115/04/11","115/3","6248","沛波","鋼鐵工業","535939","339498","703024","57.86219653724028","-23.766613942056033","1513648","1939895","-21.972684088571803","-"
"115/04/11","115/3","6259","百徽","電子零組件業","70143","40411","51155","73.57402687387098","37.11856123546085","171262","113038","51.50834232735894","主係客戶訂單增加，以致營收增加。"
"115/04/11","115/3","6261","久元","半導體業","384962","285258","375625","34.95221869325312","2.4857237936772045","1063109","994046","6.947666405780014","-"
"115/04/11","115/3","6263","普萊德","通信網路業","175325","140791","178639","24.52855651284528","-1.8551380157748307","448681","458399","-2.1199871727468866","-"
"115/04/11","115/3","6264","富裔","建材營造","4902","2802","5088","74.94646680942184","-3.6556603773584904","10077","23065","-56.31042705397789","收入較去年同月減少主係本年度子公司快意業務減少所致。"
"115/04/11","115/3","6265","方土昶","電子通路業","391752","171535","64161","128.38021395050572","510.5765184457848","776273","145770","432.5327570830761","受市場需求復甦影響。"
"115/04/11","115/3","6266","泰詠","電子零組件業","258667","218291","298223","18.496410754451627","-13.263899833346187","741003","778116","-4.769597335101707","-"
"115/04/11","115/3","6270","倍微","電子通路業","272947","192044","336390","42.12732498802358","-18.859954219804393","720109","746966","-3.5954782413121884","-"
"115/04/11","115/3","6274","台燿","電子零組件業","3781706","2740833","2194287","37.97652027686473","72.34327141344774","10055818","6368792","57.89207749287463","產品組合優化"
"115/04/11","115/3","6275","元山","電子零組件業","403011","291386","386863","38.30829209364897","4.174087467656509","1129324","986778","14.445599719491112","-"
"115/04/11","115/3","6276","安鈦克","電腦及週邊設備業","56473","73934","162325","-23.6170097654665","-65.20991837363314","238814","403355","-40.793097891435586","月營收減少主係因去年營收基期較高，且近期記憶體缺貨致客戶拉貨節奏放緩。"
"115/04/11","115/3","6279","胡連","電子零組件業","652357","632537","759010","3.1334135394451232","-14.051593523141987","2123415","2327489","-8.76798988094036","-"
"115/04/11","115/3","6284","佳邦","電子零組件業","563083","434150","657763","29.69780029943568","-14.394242303078768","1674744","1863285","-10.118741899387372","-"
"115/04/11","115/3","6290","良維","電子零組件業","920262","862646","790210","6.678985354363204","16.457903595246833","2609922","2341020","11.486531511905067","-"
"115/04/11","115/3","6291","沛亨","半導體業","248454","168792","173209","47.195364709227924","43.44173801592296","660065","441559","49.48511976881912","-"
"115/04/11","115/3","6292","迅德","電子零組件業","107784","84758","75038","27.166757120271832","43.639222793784484","286697","230955","24.135437639366977","-"
"115/04/11","115/3","6294","智基","文化創意業","78708","68173","92637","15.45333196426738","-15.03610868227598","211935","247277","-14.29247362269843","-"
"115/04/11","115/3","6411","晶焱","半導體業","203637","200943","202150","1.3406786999298308","0.7355923818946327","656873","582157","12.834338503187285","-"
"115/04/11","115/3","6417","韋僑","通信網路業","158652","126506","129321","25.410652459171896","22.68077110446099","427805","369237","15.86189899712109","-"
"115/04/11","115/3","6418","詠昇","電子零組件業","61818","35163","77210","75.80411227710947","-19.935241549022148","174686","173222","0.8451582362517464","-"
"115/04/11","115/3","6419","京晨科","光電業","120439","75978","43922","58.51825528442444","174.21110149811028","253489","161693","56.771783565151246","美國子公司陸續接獲專案建置工程，致使營收增加"
"115/04/11","115/3","6423","億而得","半導體業","2211","6830","6499","-67.6281112737921","-65.97938144329896","64814","69643","-6.933934494493345","本公司115年03月營業收入較去年同期減少，主要係因115年03月授權使用費收入減少所致。"
"115/04/11","115/3","6425","易發","電機機械","170056","129938","158681","30.874724868783574","7.168470075182284","405143","290409","39.50772875496283","-"
"115/04/11","115/3","6432","今展科","電子零組件業","106524","74257","113275","43.45314246468347","-5.959832266607813","293679","287150","2.273724534215567","-"
"115/04/11","115/3","6435","大中","半導體業","306481","305210","276086","0.4164345860227384","11.009250740711227","947542","911524","3.951404461100311","-"
"115/04/11","115/3","6441","廣錠","電腦及週邊設備業","9305","10276","12323","-9.449202024133903","-24.490789580459303","27701","80782","-65.70894506201877","因客戶舊專案已全數出貨，新專案尚未開始出貨，使本期拉貨數量減少，致營收下降。"
"115/04/11","115/3","6461","益得","生技醫療業","8617","1607","328","436.21655258245175","2527.1341463414633","17617","7656","130.10710553814002","本月及本年較去年同期增加，主要因經銷商備貨及外銷通路拓展銷售增加所致。"
"115/04/11","115/3","6462","神盾","半導體業","780119","457991","389233","70.33500658309879","100.42468136052184","2269323","1077375","110.63445875391577","主係合併子公司營收陸續於本月出貨"
"115/04/11","115/3","6465","威潤","通信網路業","23001","19249","12656","19.491921658267962","81.73988621997472","71105","38937","82.61550710121479","本月因增加其他電子產品銷售、致本月較上期營收增加"
"115/04/11","115/3","6469","大樹","生技醫療業","1682826","1552030","1573071","8.427414418535724","6.977116735353967","4838514","4669850","3.6117648318468474","-"
"115/04/11","115/3","6470","宇智","通信網路業","82560","91265","191104","-9.538158110995452","-56.79839249832552","268641","554350","-51.53946062956616","終端客戶庫存調節"
"115/04/11","115/3","6474","華豫寧","電子通路業","418880","203489","356345","105.84896480890859","17.549004475999382","976952","973458","0.3589266306301864","-"
"115/04/11","115/3","6482","弘煜科","文化創意業","29117","21393","52057","36.105268078343386","-44.06708031580767","92960","142536","-34.781388561486224","-"
"115/04/11","115/3","6485","點序","半導體業","119280","82177","137286","45.15010282682503","-13.115685503255976","338036","396976","-14.847245173511748","-"
"115/04/11","115/3","6486","互動","通信網路業","198402","129887","111564","52.74969781425393","77.83693664622997","464554","413947","12.225478140921423","本月營收較去年同期增加50%以上，係因本月認列營收的專案較去年同期增加所致。"
"115/04/11","115/3","6488","環球晶","半導體業","5445917","4399603","5440926","23.782009422213775","0.09173070907415393","13984798","15594522","-10.322368329083764","-"
"115/04/11","115/3","6492","生華科","生技醫療業","80","80","83","0.0","-3.6144578313253013","240","250","-4.0","-"
"115/04/11","115/3","6494","九齊","半導體業","170826","82802","122564","106.3066109514263","39.376978558141055","384457","283012","35.84476983308128","-"
"115/04/11","115/3","6496","科懋","生技醫療業","66000","56444","78729","16.9300545673588","-16.168121022748924","218058","209904","3.88463297507432","-"
"115/04/11","115/3","6498","久禾光","光電業","125260","96714","86670","29.51589221829311","44.52521056882428","345005","256099","34.71548112253465","-"
"115/04/11","115/3","6499","益安","生技醫療業","36113","47907","38712","-24.618531738576827","-6.713680512502584","114288","101879","12.180135258492918","營收波動係因委託開發服務相關作業，配合客戶產品開發時程所致，屬正常變動。"
"115/04/11","115/3","6506","雙邦","紡織纖維","232491","130890","202555","77.62319504927802","14.779195773987311","571346","521616","9.53383331799638","-"
"115/04/11","115/3","6508","惠光","農業科技","231179","92361","200950","150.29936878119554","15.043045533714855","461506","435396","5.996839658609634","-"
"115/04/11","115/3","6509","聚和","化學工業","472234","340181","440714","38.81845252968273","7.152030568577354","1380644","1310633","5.34176996916757","-"
"115/04/11","115/3","6510","精測","半導體業","487462","415798","388372","17.235292137047317","25.51419772795155","1357386","1152374","17.790404851202823","-"
"115/04/11","115/3","6512","啟發電","其他電子業","17758","8561","16862","107.42903866370752","5.31372316451192","34378","47195","-27.15753787477487","-"
"115/04/11","115/3","6516","勤崴國際","資訊服務業","60780","62107","34551","-2.1366351618980146","75.91386645827906","180324","133823","34.7481374651592","本月差異主要係電商服務及其他及導航軟體與車載營收成長。"
"115/04/11","115/3","6517","保勝光學","光電業","45561","33038","38175","37.90483685453115","19.347740667976424","104903","129370","-18.912421736105742","-"
"115/04/11","115/3","6523","達爾膚","生技醫療業","79781","106684","146715","-25.217464661992427","-45.621783730361585","276348","347020","-20.365396807100456","-"
"115/04/11","115/3","6527","明達醫","生技醫療業","69305","44490","84097","55.77657900651832","-17.58921245704365","188304","224492","-16.119950822301018","-"
"115/04/11","115/3","6530","創威","通信網路業","32280","29098","29194","10.935459481751323","10.570665205179147","91962","78769","16.74897485051226","-"
"115/04/11","115/3","6532","瑞耘","半導體業","63819","41777","66566","52.76108863728846","-4.126731364360184","155737","192561","-19.123290801356454","-"
"115/04/11","115/3","6535","順藥","生技醫療業","503","30","8816","1576.6666666666667","-94.29446460980036","4483","8896","-49.606564748201436","本月銷貨及勞務收入皆較去年同期減少"
"115/04/11","115/3","6538","倉和","電子零組件業","124129","96309","163202","28.886189245034213","-23.941495815002266","310498","425658","-27.054583726841738","-"
"115/04/11","115/3","6542","隆中","文化創意業","90343","91362","73284","-1.1153433593835511","23.277932427269253","267520","220810","21.153933245776912","-"
"115/04/11","115/3","6546","正基","通信網路業","200821","112489","206554","78.52501133444159","-2.7755453779641157","504185","600929","-16.099073268223034","-"
"115/04/11","115/3","6547","高端疫苗","生技醫療業","43527","25307","45644","71.9958904650887","-4.6380685303654365","105932","115428","-8.226773399868316","-"
"115/04/11","115/3","6548","長科*","半導體業","1327268","1143841","1104974","16.036057459034954","20.117577427161184","3671848","3180425","15.45148840170732","-"
"115/04/11","115/3","6556","勝品","光電業","138340","96643","113669","43.1453907680846","21.704246540393598","367829","356793","3.0931100105663507","-"
"115/04/11","115/3","6560","欣普羅","光電業","24708","17651","25162","39.980737635261455","-1.8043080836181544","79258","44823","76.82439818843005","因主要客戶訂單逐漸回穩並陸續開始出貨。"
"115/04/11","115/3","6561","是方","通信網路業","347580","318767","338866","9.038890474860949","2.571517945146459","982156","953023","3.056904188041632","-"
"115/04/11","115/3","6568","宏觀","半導體業","148300","72967","89405","103.24256170597667","65.87439181253845","345254","269723","28.003173626275846","市場預期下半年原物料上漲，提前拉貨"
"115/04/11","115/3","6569","醫揚","生技醫療業","194288","105052","130241","84.94459886532384","49.17575878563586","377370","309941","21.755430872327313","-"
"115/04/11","115/3","6570","維田","電腦及週邊設備業","101470","50078","77615","102.62390670553935","30.735038330219673","242443","206234","17.55724080413511","-"
"115/04/11","115/3","6574","霈方","生技醫療業","67580","61430","63277","10.011395083835259","6.800259177900343","195452","150897","29.526763288865915","-"
"115/04/11","115/3","6576","逸達","生技醫療業","40441","27080","28377","49.33899556868538","42.51330302709941","80311","110462","-27.295359490141408","-"
"115/04/11","115/3","6577","勁豐","電腦及週邊設備業","198933","157203","178397","26.54529493711952","11.511404339759077","543741","539534","0.7797469668269285","-"
"115/04/11","115/3","6578","達邦蛋白","農業科技","33976","22326","27399","52.18131326704291","24.004525712617248","82091","68597","19.67141420178725","胜&#32957;蛋白產品,需求旺盛,接單穩定;新機能性產品於國內外拓展,高技術高毛利產品占比提升;因戰爭影響船運,部分業績延到四月"
"115/04/11","115/3","6584","南俊國際","電子零組件業","312165","251960","204410","23.894665819971426","52.71513135365198","866888","499540","73.53725427393202","主係雲端CSP客戶的GB系列AI伺服器導軌持續出貨以及通用型伺服器導軌出貨增溫所致"
"115/04/11","115/3","6588","東典光電","通信網路業","28798","18644","11695","54.46256168204248","146.24198375374093","95642","35441","169.86258852741176","光通與網通需求回升帶動營收，及合併子公司營收增加。"
"115/04/11","115/3","6590","普鴻","資訊服務業","60749","48601","60280","24.99537046562828","0.7780358327803584","161723","161147","0.35743761906830407","-"
"115/04/11","115/3","6593","台灣銘板","資訊服務業","46807","29258","49609","59.98017636202064","-5.64816867907033","129929","158044","-17.78934980132115","-"
"115/04/11","115/3","6596","寬宏藝術","文化創意業","143311","265335","93888","-45.988655850151694","52.64038002726653","604059","463283","30.386610344001397","本期展演節目較去年同期多"
"115/04/11","115/3","6597","立誠","電子零組件業","64152","41410","68920","54.91910166626419","-6.918165989553105","159552","207117","-22.965280493634033","-"
"115/04/11","115/3","6603","富強鑫","電機機械","409245","269125","405392","52.06502554575012","0.9504380944863243","1050396","1021446","2.834217374193056","-"
"115/04/11","115/3","6609","瀧澤科","電機機械","183708","153782","208411","19.46001482618252","-11.85302119369899","491704","586807","-16.206861881334067","-"
"115/04/11","115/3","6612","奈米醫材","生技醫療業","110145","113083","102695","-2.598091667182512","7.254491455280198","298615","297649","0.32454333795846785","-"
"115/04/11","115/3","6613","朋億*","其他電子業","1069777","630695","647709","69.6187539143326","65.16321372715217","2341667","2149297","8.950368422791266","營收較去年同期增加主係半導體擴廠暢旺"
