出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"115/03/10","115/2","6569","醫揚","生技醫療業","105052","78030","97542","34.63027040881712","7.699247503639458","183082","179700","1.8820255982192544","-"
"115/03/10","115/2","6570","維田","電腦及週邊設備業","50078","90895","61608","-44.905660377358494","-18.71510193481366","140973","128619","9.605112774939938","-"
"115/03/10","115/2","6574","霈方","生技醫療業","61430","66442","43954","-7.543421329881701","39.75974882832052","127872","87620","45.93928326866013","-"
"115/03/10","115/2","6576","逸達","生技醫療業","27080","12790","70946","111.72791243158717","-61.83012431990528","39870","82085","-51.42839739294634","本月營收及本年累計營收均較去年同期少，係因前期認列新劑型新藥Camcevi授權開發里程金收入，今年同期並無所致。"
"115/03/10","115/2","6577","勁豐","電腦及週邊設備業","157203","187605","163662","-16.205325017989924","-3.9465483740880596","344808","361137","-4.521552762525025","-"
"115/03/10","115/2","6578","達邦蛋白","農業科技","22326","25789","15950","-13.428205824188607","39.974921630094045","48115","41198","16.789649983008886","一二月胜&#32957;蛋白產線歲修,生產量能降低;二月因春節及和平紀念日連續假期,工作天數少;2026 客戶需求強勁,接單狀況樂觀"
"115/03/10","115/2","6584","南俊國際","電子零組件業","251960","302764","170336","-16.780066322284025","47.91940634980274","554723","295129","87.95950245485872","主係雲端CSP客戶的GB系列AI伺服器導軌持續出貨以及通用型伺服器導軌出貨增溫所致"
"115/03/10","115/2","6588","東典光電","通信網路業","18644","48200","17182","-61.3195020746888","8.508904667675475","66844","23746","181.49583087677925","光通與網通需求回升帶動營收回穩及合併子公司營收增加"
"115/03/10","115/2","6590","普鴻","資訊服務業","48601","52373","54669","-7.202184331621255","-11.09952623973367","100974","100867","0.10608028393825533","-"
"115/03/10","115/2","6593","台灣銘板","資訊服務業","29258","53864","49375","-45.68171691667904","-40.743291139240505","83122","108434","-23.343231827655533","-"
"115/03/10","115/2","6596","寬宏藝術","文化創意業","265335","195413","155380","35.78165219304755","70.76522074913116","460748","369395","24.730437607439193","本期展演節目較去年同期多"
"115/03/10","115/2","6597","立誠","電子零組件業","41410","53990","69663","-23.300611224300795","-40.5566800166516","95400","138196","-30.967611218848592","-"
"115/03/10","115/2","6603","富強鑫","電機機械","269125","371434","247154","-27.54432819828018","8.889599197261626","640710","616557","3.917399364535639","-"
"115/03/10","115/2","6609","瀧澤科","電機機械","153782","154214","213747","-0.28013020867106747","-28.054194912677136","307996","378396","-18.604847831372425","-"
"115/03/10","115/2","6612","奈米醫材","生技醫療業","113083","75387","105546","50.003316221629724","7.140962234475963","188470","194954","-3.32591277942489","-"
"115/03/10","115/2","6613","朋億*","其他電子業","630695","641195","590581","-1.637567354704887","6.792294367749724","1271890","1501588","-15.297005570103117","-"
"115/03/10","115/2","6615","慧智","生技醫療業","26430","33079","31361","-20.10036579098522","-15.723350658461147","59509","62474","-4.745974325319333","-"
"115/03/10","115/2","6616","特昇-KY","居家生活","74993","72769","86576","3.056246478582913","-13.378996488634263","147762","190183","-22.30535852310669","-"
"115/03/10","115/2","6617","共信-KY","生技醫療業","2776","3242","2447","-14.373843306600863","13.445034736411934","6018","4828","24.64788732394366","自2018年度起依據國際會計準則公報15號規定認列收入"
"115/03/10","115/2","6620","漢達","生技醫療業","54974","75690","52748","-27.369533623992602","4.220065215742777","130664","110023","18.760622778873508","產品庫存調節導致本月營收較上月減少；Phyrago上市後，病人數持續增加。"
"115/03/10","115/2","6624","萬年清","綠能環保","24743","51757","19974","-52.193906138300136","23.876038850505658","76500","55339","38.23885505701223","-"
"115/03/10","115/2","6629","泰金-KY","居家生活","190467","241421","120118","-21.105869000625464","58.56657620006993","431888","268469","60.870715054624554","新系列產品訂單成長"
"115/03/10","115/2","6637","醫影","生技醫療業","93714","43172","31627","117.0712498841842","196.31011477535017","136886","80624","69.78319110934709","主要因本期(115年2月)設備驗收較多所致。"
"115/03/10","115/2","6640","均華","半導體業","300039","230696","197396","30.05817179318237","51.99852074003526","530735","344654","53.99066890272563","配合客戶出貨"
"115/03/10","115/2","6642","富致","電子零組件業","32723","52358","47538","-37.501432445853546","-31.16454205057007","85081","89227","-4.646575588106739","-"
"115/03/10","115/2","6643","M31","半導體業","164752","109888","161885","49.92719860221316","1.771010285078914","274640","274545","0.03460270629587135","-"
"115/03/10","115/2","6649","台生材","生技醫療業","7207","7662","33172","-5.938397285304098","-78.27384541179308","14869","48966","-69.63403177715149","出貨及勞務收入較去年同期減少"
"115/03/10","115/2","6651","全宇昕","半導體業","97355","146931","135190","-33.74100768387883","-27.98653746578889","244286","252815","-3.3736131163103455","-"
"115/03/10","115/2","6654","天正國際","其他電子業","30144","50646","31712","-40.480985665205544","-4.944500504540867","80790","48189","67.65236879785843","係因為客戶需求增加所致"
"115/03/10","115/2","6661","威健生技","生技醫療業","25980","29019","26760","-10.472449085082188","-2.914798206278027","54999","49387","11.363314232490332","-"
"115/03/10","115/2","6662","樂斯科","生技醫療業","10374","24457","19614","-57.582696160608414","-47.109207708779444","34831","39437","-11.679387377336004","-"
"115/03/10","115/2","6664","群翊","電子零組件業","205731","225001","182518","-8.564406380416088","12.71819765721737","430732","378995","13.651103576564335","-"
"115/03/10","115/2","6667","信紘科","其他電子業","403287","465694","512448","-13.400859792052293","-21.301868677407267","868981","877563","-0.977935487252767","-"
"115/03/10","115/2","6679","鈺太","半導體業","170997","178808","174427","-4.3683727797413985","-1.966438682084769","349805","344636","1.499843312944672","-"
"115/03/10","115/2","6680","鑫創電子","電腦及週邊設備業","28684","62509","25966","-54.112207842070745","10.467534468150658","91193","73256","24.485366386371084","-"
"115/03/10","115/2","6683","雍智科技","半導體業","224199","220173","152588","1.828562085269311","46.93095131989409","444372","302686","46.80956502778457","-"
"115/03/10","115/2","6684","安格","半導體業","13822","26477","22944","-47.79620047588473","-39.757670850767084","40299","48493","-16.897284144103274","-"
"115/03/10","115/2","6690","安碁資訊","數位雲端","180280","187092","159163","-3.6409894597310415","13.267530770342354","367372","310295","18.39443110588311","-"
"115/03/10","115/2","6692","進能服","綠能環保","45585","31523","344327","44.60869841068426","-86.76113113406733","77108","543039","-85.80065151858338","當月營收較去年同期減少86.76%，本年累計營收較去年同期減少85.80%，主要係工程收入減少所致。"
"115/03/10","115/2","6693","廣閎科","半導體業","153311","168011","107245","-8.749427120843277","42.95398386871183","321322","222164","44.6327937919735","-"
"115/03/10","115/2","6697","東捷資訊","資訊服務業","95427","220199","62970","-56.66329093229306","51.543592186755596","315626","275784","14.446813448205843","主係本月軟體授權收入增加"
"115/03/10","115/2","6703","軒郁","生技醫療業","197720","238429","187328","-17.073845882841432","5.547488896481038","436149","403249","8.158730709809571","-"
"115/03/10","115/2","6708","天擎","半導體業","16107","15697","21002","2.611964069567433","-23.307304066279404","31804","37226","-14.565088916348788","-"
"115/03/10","115/2","6712","長聖","生技醫療業","62191","58197","60173","6.862896712888981","3.3536636032772176","120388","117029","2.8702287467208984","-"
"115/03/10","115/2","6716","應廣","半導體業","74708","158359","78608","-52.823647535031164","-4.9613270913901895","233067","126544","84.1786256163864","基期低"
"115/03/10","115/2","6720","久昌","半導體業","23903","32757","43029","-27.029337240895075","-44.44909247251854","56660","85410","-33.6611637981501","-"
"115/03/10","115/2","6721","信實","其他","313191","304702","283809","2.786000748272082","10.352737228206294","617893","577251","7.040611449785275","-"
"115/03/10","115/2","6725","矽科宏晟","其他電子業","241398","363198","224095","-33.535426957196904","7.7212789218858076","604596","426439","41.7778392689224","-"
"115/03/10","115/2","6727","亞泰金屬","電子零組件業","231738","270835","39793","-14.435726549375081","482.35870630512903","502573","113832","341.50414646145197","當月驗收台數較多"
"115/03/10","115/2","6728","上洋","居家生活","235081","363994","284685","-35.41624312488668","-17.424170574494617","599075","553375","8.258414276033431","-"
"115/03/10","115/2","6730","常廣","生技醫療業","34297","42720","33419","-19.716760299625467","2.6272479727101348","77017","74150","3.866486850977748","-"
"115/03/10","115/2","6732","昇佳電子","半導體業","281656","399449","376904","-29.488870919691877","-25.27115658098614","681105","767885","-11.301171399363186","-"
"115/03/10","115/2","6733","博晟生醫","生技醫療業","15309","23028","15097","-33.52006253256905","1.4042525004967874","38337","32427","18.225552780090666","係銷售醫療器材及抗生素之收入。"
"115/03/10","115/2","6735","美達科技","其他電子業","24364","25450","20979","-4.2671905697445975","16.135182801849467","49814","53333","-6.598166238538991","-"
"115/03/10","115/2","6739","竹陞科技","其他電子業","93142","91049","48801","2.2987622049665566","90.86084301551197","184191","94578","94.75036477827824","因客戶產線升級需求"
"115/03/10","115/2","6741","91APP*-KY","數位雲端","169032","184011","132280","-8.140274222736684","27.783489567583914","353043","273763","28.9593553548142","-"
"115/03/10","115/2","6751","智聯服務","資訊服務業","109726","125912","165786","-12.855009848147914","-33.81467675195734","235638","293973","-19.843659111551062","-"
"115/03/10","115/2","6752","叡揚","資訊服務業","149368","171140","143414","-12.721748276265046","4.151616996945905","320508","273213","17.310669697269162","-"
"115/03/10","115/2","6761","穩得","電子零組件業","114505","173958","175544","-34.1766403384725","-34.77133937930092","288463","339640","-15.068013190436933","-"
"115/03/10","115/2","6762","達亞","生技醫療業","32475","51295","51032","-36.68973584169997","-36.3634582222919","83770","102536","-18.301864710930793","-"
"115/03/10","115/2","6763","綠界科技*","數位雲端","125132","158739","129422","-21.17123076244653","-3.3147378343712814","283871","250455","13.342117346429498","-"
"115/03/10","115/2","6767","台微醫","生技醫療業","20029","30734","21008","-34.83113164573437","-4.6601294744859105","50763","51207","-0.8670689554162517","-"
"115/03/10","115/2","6785","昱展新藥","生技醫療業","0","0","0","","","0","0","","無"
"115/03/10","115/2","6788","華景電","半導體業","229838","220782","210306","4.1017836598998105","9.287419284281","450620","373191","20.74782082097371","-"
"115/03/10","115/2","6791","虎門科技","資訊服務業","67434","59232","59388","13.847244732576986","13.548191553849263","126666","111635","13.464415281945627","-"
"115/03/10","115/2","6803","崑鼎","綠能環保","709236","797567","711743","-11.075057017153418","-0.35223388217376217","1506803","1455437","3.529249290762843","-"
"115/03/10","115/2","6804","明係","運動休閒","166270","100606","85776","65.26847305329701","93.84210035441149","266876","153616","73.7292990313509","114/2月基期較低"
"115/03/10","115/2","6811","宏碁資訊","數位雲端","466538","1486366","633118","-68.61217223752428","-26.311051020504866","1952904","1749187","11.646382004897132","-"
"115/03/10","115/2","6821","聯寶","電子零組件業","28059","49902","33273","-43.77179271371889","-15.670363357677395","77961","84606","-7.854052904049358","-"
"115/03/10","115/2","6823","濾能","半導體業","30055","40421","50494","-25.64508547537171","-40.47807660316077","70476","82020","-14.074615947329919","-"
"115/03/10","115/2","6829","千附精密","半導體業","156968","166395","134535","-5.665434658493344","16.674471327163936","323363","291088","11.087712306931238","-"
"115/03/10","115/2","6840","東研信超","其他電子業","51801","79106","57278","-34.5169772204384","-9.562135549425609","130907","125312","4.464855720122574","-"
"115/03/10","115/2","6841","長佳智能","生技醫療業","11854","27435","25245","-56.79241844359395","-53.04416716181422","39289","45634","-13.904106587193759","新增專案營收將配合政府計畫陸續於下半年開始認列"
"115/03/10","115/2","6843","進典","電機機械","56654","60562","55042","-6.4528912519401604","2.9286726499763818","117216","106433","10.131256283295594","-"
"115/03/10","115/2","6844","諾貝兒","生技醫療業","284452","280741","277288","1.3218589375972871","2.5835953954011712","565193","588781","-4.006243407990407","-"
"115/03/10","115/2","6846","綠茵","食品工業","42817","55897","97711","-23.400182478487217","-56.17995926763619","98714","150276","-34.31153344512763","1.受單一大客戶終端市場影響所致。  2.受農曆年節影響，2月份工作天數較去年同期減少。"
"115/03/10","115/2","6855","數泓科","其他電子業","47421","39127","51255","21.197638459375877","-7.4802458296751535","86548","120432","-28.13537930118241","-"
"115/03/10","115/2","6856","鑫傳","文化創意業","58879","59416","53144","-0.9037969570486064","10.791434592804455","118295","113200","4.500883392226148","-"
"115/03/10","115/2","6859","伯特光","光電業","42459","70421","104135","-39.70690561054231","-59.2269649973592","112882","173121","-34.79589420116566","主係本期實際工作天數受到假期影響而減少及部分產品市場需求不如預期，致本期營業收入較少。"
"115/03/10","115/2","6865","偉康科技","數位雲端","18338","15852","31110","15.68256371435781","-41.05432336869174","34190","61156","-44.09379292301655","-"
"115/03/10","115/2","6870","騰雲","數位雲端","70237","58155","47285","20.775513713352247","48.53970603785556","128392","88430","45.190546194730295","-"
"115/03/10","115/2","6872","浩宇生醫","生技醫療業","665","658","368","1.0638297872340425","80.70652173913044","1323","718","84.26183844011142","係租賃及勞務收入增加所致"
"115/03/10","115/2","6874","倍力","資訊服務業","292438","475331","154562","-38.4769770959605","89.20433224207761","767769","446111","72.10268296455367","客戶需求調整"
"115/03/10","115/2","6875","國邑*","生技醫療業","0","0","0","","","0","0","","本公司屬新藥研發公司，本月無營收。"
"115/03/10","115/2","6877","鏵友益","其他電子業","14540","3982","38534","265.143144148669","-62.26708880469196","18522","63762","-70.95135033405477","本期營收減少，主要係因出貨減少所致。"
"115/03/10","115/2","6881","潤德","其他","214736","214550","193704","0.08669307853647168","10.857803659191344","429286","379959","12.982190183677712","-"
"115/03/10","115/2","6884","海柏特","資訊服務業","91486","112041","92344","-18.345962638676912","-0.9291345404141038","203527","166383","22.324396122199985","-"
"115/03/10","115/2","6894","衛司特","綠能環保","146811","130809","94461","12.23310322684219","55.41969701781688","277620","180798","53.552583546278164","因應客戶訂單需求，電解設備與耗材之銷售增加，且本年度納入新事業體，營運範疇擴大，以上使本月及本年累計營收較去年同期成長。"
"115/03/10","115/2","6895","宏碩系統","半導體業","24954","40176","30352","-37.88829151732377","-17.784659989457037","65130","58788","10.787915901204327","-"
"115/03/10","115/2","6899","創為精密","光電業","82374","90821","81215","-9.300712390306206","1.4270762790124978","173195","162030","6.890699253224711","-"
"115/03/10","115/2","6903","巨漢","其他電子業","471747","719547","140326","-34.43833411854959","236.17932528540683","1191294","245148","385.9488961770033","本月營收較去年同期增加50%以上，主係目前進行中之專案本月進入施工高峰期所致。"
"115/03/10","115/2","6904","伯鑫","其他","87228","58955","49302","47.956916292087186","76.9258853596203","146183","164175","-10.959037612303945","本月營收較去年同期增加，主要係客戶拉貨時間差異所致"
"115/03/10","115/2","6907","雅特力-KY","半導體業","176574","217125","88289","-18.676338514680484","99.99546942427709","393699","215860","82.38626887797646","終端市場需求成長帶動營收大幅增加"
"115/03/10","115/2","6910","德鴻","數位雲端","20583","23225","23504","-11.3756727664155","-12.427671885636487","43808","39550","10.766118836915297","-"
"115/03/10","115/2","6913","鴻呈","電子零組件業","204064","269701","180513","-24.33695091972221","13.046705777423233","473765","368683","28.501992226384182","無"
"115/03/10","115/2","6922","宸曜","電腦及週邊設備業","123544","187708","128339","-34.18287979201739","-3.73619866135781","311252","254597","22.252815233486647","-"
"115/03/10","115/2","6925","意藍","數位雲端","15330","15501","14883","-1.1031546351848267","3.003426728482161","30831","29573","4.253880228586887","-"
"115/03/10","115/2","6929","佑全","生技醫療業","260045","264841","250547","-1.8108978594703993","3.7909054987686943","524886","532611","-1.4504018880571374","-"
"115/03/10","115/2","6953","家碩","半導體業","85541","92809","60506","-7.831137066448297","41.37606187816084","178350","117650","51.59371015724607","因客戶需求增加，使營收成長。"
"115/03/10","115/2","6961","旅天下","觀光餐旅","465662","358702","396319","29.81862381586944","17.496763970437954","824364","830936","-0.7909153051498551","-"
"115/03/10","115/2","6967","汎瑋材料","電子零組件業","90516","129832","86463","-30.282210857107646","4.687554213941223","220348","183225","20.26088142993587","-"
"115/03/10","115/2","6968","萬達寵物","居家生活","308664","312372","240615","-1.1870462141293074","28.281279221993643","621035","532033","16.728661567985444","無"
"115/03/10","115/2","6971","惠民實業","綠能環保","144343","166010","150302","-13.051623396180952","-3.964684435336855","310353","294950","5.222241057806408","-"
"115/03/10","115/2","6982","大井泵浦","電機機械","104884","189012","135377","-44.50934332211711","-22.524505639805877","293896","267899","9.704030250206234","-"
"115/03/10","115/2","6996","力領科技","半導體業","190048","261237","194475","-27.250734007816657","-2.276385139478082","451285","392241","15.052990380913775","-"
"115/03/10","115/2","6997","博弘","數位雲端","339497","381905","333121","-11.104332229219308","1.914019230249669","721402","695475","3.727955713720838","-"
"115/03/10","115/2","7402","邑錡","光電業","24161","31002","31058","-22.06631830204503","-22.206838817695925","55163","72651","-24.071244717897894","-"
"115/03/10","115/2","7547","碩網","數位雲端","27203","28157","18165","-3.388145043861207","49.755023396641896","55360","37624","47.14012332553689","-"
"115/03/10","115/2","7556","意德士科技","半導體業","62151","75668","62765","-17.863561875561665","-0.9782522106269418","137819","125192","10.086107738513643","-"
"115/03/10","115/2","7584","樂意","文化創意業","90577","71758","96564","26.22564731458513","-6.200033138643801","162335","224968","-27.84084847622773","-"
"115/03/10","115/2","7642","昶瑞機電","電機機械","42477","44766","51341","-5.113255595764643","-17.2649539354512","87243","130514","-33.15429762324349","-"
"115/03/10","115/2","7703","銳澤","其他電子業","204268","185544","169644","10.091406890009917","20.40979934450968","389812","330342","18.002554927923182","-"
"115/03/10","115/2","7704","明遠精密","半導體業","55958","52526","45345","6.533907017477059","23.405006064615723","108484","92190","17.67436815272806","-"
"115/03/10","115/2","7708","全家餐飲","觀光餐旅","251988","238982","198389","5.442250880819476","27.01712292516218","490970","433993","13.128552764675929","-"
"115/03/10","115/2","7709","榮田","電機機械","51713","45399","55100","13.907795325888236","-6.147005444646098","97112","92836","4.605971821276229","-"
"115/03/10","115/2","7712","博盛半導體","半導體業","101943","113212","104082","-9.953891813588665","-2.055110393728022","215155","204712","5.101313064207276","-"
"115/03/10","115/2","7713","威力德生醫","生技醫療業","78323","98293","74863","-20.31680791104148","4.621775777086144","176616","155597","13.508615204663329","-"
"115/03/10","115/2","7714","創泓科技","數位雲端","144576","142717","132830","1.302577828850102","8.842881879093579","287293","249821","14.99953967040401","-"
"115/03/10","115/2","7715","裕山","綠能環保","72647","40658","122823","78.67824290422548","-40.85228336712179","113305","202363","-44.00903327189259","-"
"115/03/10","115/2","7716","昱臺國際","航運業","130862","162447","132743","-19.443264572445166","-1.4170238731985867","293309","313209","-6.353584986382894","-"
"115/03/10","115/2","7717","萊德光電-KY","通信網路業","77206","98597","56606","-21.69538626935911","36.39190191852454","175803","121381","44.83568268509899","市場需求增加"
"115/03/10","115/2","7718","友鋮","鋼鐵工業","212812","202104","151730","5.298262280805922","40.25703552362749","414916","376180","10.297198149821893","-"
"115/03/10","115/2","7723","築間","觀光餐旅","381712","383803","426797","-0.5448107492645967","-10.563570034466034","765515","933263","-17.97435449599952","-"
"115/03/10","115/2","7728","光焱科技","其他電子業","32366","35960","21300","-9.994438264738598","51.95305164319249","68326","45878","48.92977026025546","訂單能見度提升、積極布局半導體光損檢測相關領域"
"115/03/10","115/2","7734","印能科技","半導體業","280371","304350","180204","-7.878758008871365","55.585336618499035","584721","305968","91.1052789834231","主要係因市場需求較去年同期成長所致。"
"115/03/10","115/2","7738","東聯互動","數位雲端","52672","46629","40322","12.95974608076519","30.628441049551114","99301","82930","19.740745206800916","-"
"115/03/10","115/2","7743","金利食安","食品工業","47587","46325","25990","2.7242309767943875","83.09734513274336","93912","57877","62.26134734004872","HPP冷壓蔬果汁新品銷售量增加"
"115/03/10","115/2","7744","崴寶","電子零組件業","214126","335813","168342","-36.23653640567816","27.197015599196874","549939","361524","52.11687190891891","主係客戶需求增加所致。"
"115/03/10","115/2","7747","昕奇雲端","數位雲端","140781","141847","135639","-0.751513955177057","3.7909450821666333","282628","282842","-0.07566061617440126","-"
"115/03/10","115/2","7751","竑騰","半導體業","200184","197915","115139","1.146451759593765","73.86289615160806","398099","224744","77.13442850532161","本公司為設備業，每月營收高低起伏屬常態，主要係今年同期客戶驗收機台較多所致。"
"115/03/10","115/2","7753","星亞","光電業","58836","74653","56660","-21.1873601864627","3.8404518178609246","133489","112912","18.223926597704406","-"
"115/03/10","115/2","7757","金色三麥","觀光餐旅","208583","173619","166832","20.138348913425375","25.02577443176369","382202","386327","-1.067748306486474","-"
"115/03/10","115/2","7767","仁大資訊","資訊服務業","158578","195037","254325","-18.693376128632003","-37.64749827976015","353615","405672","-12.832288153976611","-"
"115/03/10","115/2","7770","君曜","半導體業","19738","15147","31428","30.309632270416586","-37.19613083874252","34885","45648","-23.578250963897652","-"
"115/03/10","115/2","7777","能率亞洲","其他","7299","54141","17326","-86.51853493655456","-57.87256146831352","61440","-14294","529.8306981950469","營業收入為投資標的之評價損益(含已實現及未實現)，投資標的的股數及公允價值變動情形，請參考本公司網站投資人專區/財務資訊。"
"115/03/10","115/2","7782","光速火箭","居家生活","75927","58020","68683","30.863495346432266","10.547005809297788","133947","143318","-6.5386064555743175","-"
"115/03/10","115/2","7792","安葆","其他電子業","309629","451214","361787","-31.378680626044403","-14.416770088477474","760843","629746","20.81744068243387","-"
"115/03/10","115/2","7805","威聯通","數位雲端","571637","610743","510441","-6.403020583125799","11.988848858144232","1182380","1041750","13.49940004799616","-"
"115/03/10","115/2","7810","捷創科技","半導體業","49933","63584","38306","-21.469237544036236","30.352947318957867","113517","81709","38.928392221175145","-"
"115/03/10","115/2","8024","佑華","半導體業","10682","6678","16591","59.958071278826","-35.61569525646435","17360","28355","-38.776229941809206","-"
"115/03/10","115/2","8027","鈦昇","電機機械","134824","102016","82826","32.15966122961104","62.77980344336319","236840","153989","53.80319373461741","因客戶擴產，設備需求較去年同期上升"
"115/03/10","115/2","8032","光菱","電子通路業","318927","382244","252678","-16.564550391896276","26.218744805641965","701214","509955","37.50507397711563","註：本月(年)新台幣(累計)營業收入淨額=本月(年)功能性貨幣(累計)營業收入淨額x本月(年累計)換算匯率"
"115/03/10","115/2","8034","榮群","通信網路業","8371","30845","13143","-72.86107959150591","-36.3083009967283","39216","17226","127.65586903517938","主係上月結案金額較去年同期高,導致今年累積金額較去年同期高"
"115/03/10","115/2","8038","長園科","電子零組件業","62462","43848","22090","42.45119503740193","182.7614305115437","106310","27985","279.8820796855458","配合客戶需求出貨"
"115/03/10","115/2","8040","九暘","半導體業","59459","63173","59685","-5.879093916704921","-0.37865460333417106","122632","112431","9.073120402735901","-"
"115/03/10","115/2","8042","金山電","電子零組件業","306939","422420","249625","-27.33795748307372","22.960040060090137","729359","530915","37.37773466562444","-"
"115/03/10","115/2","8043","蜜望實","電子零組件業","388158","506215","307607","-23.32151358612447","26.186335161423504","894373","679795","31.565104185820726","-"
"115/03/10","115/2","8044","網家","數位雲端","2979445","3431035","3091716","-13.161917613781265","-3.6313490631092895","6410480","5988956","7.038355265926148","-"
"115/03/10","115/2","8047","星雲","其他電子業","35292","29654","36990","19.012612126525934","-4.590429845904298","64946","72027","-9.831035583878268","-"
"115/03/10","115/2","8048","德勝","通信網路業","70800","93154","79552","-23.996822466024003","-11.001609010458568","163954","161513","1.5113334530347402","-"
"115/03/10","115/2","8049","晶采","光電業","73722","100555","104948","-26.684898811595644","-29.753782825780387","174277","203903","-14.529457634267274","-"
"115/03/10","115/2","8050","廣積","電腦及週邊設備業","309439","424578","525875","-27.11845644381009","-41.15730924649394","734017","974356","-24.666446350204648","-"
"115/03/10","115/2","8054","安國","半導體業","288586","895824","113040","-67.7854132061655","155.29547062986555","1184410","225167","426.0140251457807","主係訂單陸續於本年度出貨所致。"
"115/03/10","115/2","8059","凱碩","通信網路業","590272","328416","83787","79.73302153366463","604.4911501784286","918688","140723","552.834291480426","新增子公司合併營收"
"115/03/10","115/2","8064","東捷","光電業","225354","196579","175065","14.637880953713266","28.725901807899923","421933","320585","31.61345664956252","-"
"115/03/10","115/2","8066","來思達","居家生活","242776","321348","217298","-24.45075121052566","11.724912332373055","564124","634611","-11.107119164338469","-"
"115/03/10","115/2","8067","志旭","電子通路業","7242","6265","9250","15.594573024740622","-21.708108108108107","13507","17902","-24.550329572114848","-"
"115/03/10","115/2","8068","全達","電子通路業","101619","119773","57740","-15.157005335092217","75.99411153446485","221392","118356","87.0560005407415","新增子公司營收"
"115/03/10","115/2","8069","元太","光電業","2603601","2780203","2587365","-6.352126085757047","0.6275110005739429","5383804","4850227","11.001072733296812","-"
"115/03/10","115/2","8071","能率網通","電子零組件業","147149","190810","149186","-22.88192442744091","-1.365409622886866","337959","309943","9.039081379479454","-"
"115/03/10","115/2","8074","鉅橡","電子零組件業","88436","127574","88682","-30.6786649317259","-0.2773956383482556","216010","188107","14.833578761024311","-"
"115/03/10","115/2","8076","伍豐","電腦及週邊設備業","271312","166829","128132","62.62879954923904","111.74413885680391","438141","256501","70.81453873474177","國外彩票機專案出貨"
"115/03/10","115/2","8077","洛碁","觀光餐旅","77760","93166","76115","-16.5360753923105","2.1612034421598896","170926","162610","5.114076625053809","-"
"115/03/10","115/2","8080","泰霖","建材營造","9025","12652","17001","-28.66740436294657","-46.91488735956708","21677","41041","-47.18208620647645","-"
"115/03/10","115/2","8083","瑞穎","電機機械","103799","105508","103128","-1.619782386169769","0.650647738732449","209307","177771","17.7396763251599","-"
"115/03/10","115/2","8084","巨虹","電子通路業","62643","53613","46676","16.842929886408147","34.20815836832634","116256","131229","-11.409825572091535","-"
"115/03/10","115/2","8085","福華","其他電子業","48459","78511","49016","-38.27743883022761","-1.1363636363636365","126970","106879","18.79789294435764","-"
"115/03/10","115/2","8086","宏捷科","半導體業","372933","417391","260278","-10.651403599981792","43.282567101330116","790324","479763","64.73216984219292","因客戶需求增加"
"115/03/10","115/2","8087","麗升能源","綠能環保","14725","130123","11942","-88.68378380455415","23.304304136660527","144848","25174","475.387304361643","本年累計營收較去年同期增加，主要係因本月EPC工程案件依進度認列收入所致。"
"115/03/10","115/2","8088","品安","半導體業","112886","202401","85268","-44.226560145453824","32.38964206970962","315287","171028","84.34817690670533","2月工作天期較短所致"
"115/03/10","115/2","8089","康全電訊","通信網路業","18487","21799","65123","-15.193357493463003","-71.61218002856134","40286","111648","-63.91695328174262","係亞洲客戶出貨減少所致。"
"115/03/10","115/2","8091","翔名","半導體業","186114","210247","163698","-11.478403972470476","13.693508778360151","396361","314415","26.063005899845745","-"
"115/03/10","115/2","8092","建暐","其他電子業","15109","20266","14196","-25.446560742129677","6.431389123696816","35375","33371","6.005214108057895","-"
"115/03/10","115/2","8093","保銳","電子零組件業","21929","30177","10199","-27.332074096165954","115.0112756152564","52106","36012","44.69065866933244","歐亞地區銷售增加"
"115/03/10","115/2","8096","擎亞","電子通路業","2719243","2828148","4794429","-3.850753213763919","-43.28327732040666","5547391","9665857","-42.6083895095903","-"
"115/03/10","115/2","8097","常珵","通信網路業","17716","19508","31548","-9.185974984621694","-43.84430074806644","37224","59636","-37.5813267154068","-"
"115/03/10","115/2","8099","大世科","資訊服務業","247186","417220","249824","-40.754038636690474","-1.0559433841424364","664406","600164","10.704074219713279","-"
"115/03/10","115/2","8102","傑霖科技","半導體業","19333","27736","32525","-30.296365734064032","-40.55956956187548","47069","82971","-43.27054030926468","-"
"115/03/10","115/2","8107","大億金茂","電機機械","79274","52403","93131","51.27759861076656","-14.87904135035595","131677","172198","-23.53163219085007","-"
"115/03/10","115/2","8109","博大","電子零組件業","120745","170622","128398","-29.232455369178652","-5.960373214536052","291367","249363","16.844519836543512","-"
"115/03/10","115/2","8111","立碁","光電業","60318","70312","66300","-14.213789964728639","-9.02262443438914","130630","128298","1.8176432991940639","-"
"115/03/10","115/2","8121","越峰","電子零組件業","222483","314937","234285","-29.356347459968184","-5.037454382482873","537420","453125","18.60303448275862","-"
"115/03/10","115/2","8147","正淩","電子零組件業","131693","162336","107764","-18.876281293120442","22.205003526223972","294029","220593","33.29026759688657","-"
"115/03/10","115/2","8155","博智","電子零組件業","483221","518007","376393","-6.715353267426888","28.3820368604092","1001228","725642","37.978231690006915","-"
